p = 12; number of cycles = 10000; data structure = Apache Data Sketches Java CPC
true distinct count; minimum memory size; average memory size; maximum memory size; minimum serialization size; average serialization size; maximum serialization size; relative distinct count estimation bias; relative distinct count estimation rmse; estimated memory MVP; estimated serialization MVP
273; 2168; 2168.0; 2168; 276; 287.192; 304; -3.534416402112542E-5; 0.006443738297476149; 0.720153461744882; 0.09539774584199084
286; 2168; 2168.0; 2168; 284; 296.0836; 312; -1.8285614075523844E-5; 0.006435158502471211; 0.7182369793262311; 0.09808957126016422
300; 2168; 2168.0; 2168; 292; 305.6832; 324; -6.343472560447085E-5; 0.006416643233812219; 0.7141098954046479; 0.10068791419693637
314; 2168; 2168.0; 2168; 300; 315.2248; 332; -4.892219379600365E-5; 0.0064218625896308315; 0.7152720948190148; 0.10399977077255765
329; 2168; 2168.0; 2168; 312; 325.4712; 340; -4.9627596042136624E-5; 0.006412012289836409; 0.7130795094373481; 0.10705112713652445
345; 2168; 2168.0; 2168; 324; 336.3616; 352; -6.3555419262123E-5; 0.006463212859349879; 0.7245130013495671; 0.11240698909351594
362; 2168; 2168.0; 2168; 336; 347.9448; 364; -5.665481236709027E-5; 0.006474942478433858; 0.7271451204375273; 0.11670035216863991
380; 2168; 2168.0; 2168; 344; 360.1464; 376; -4.8632393107397245E-5; 0.006455143170139361; 0.7227049393303131; 0.12005515782381489
398; 2168; 4244.8432; 4296; 356; 372.39; 388; -6.170168180895333E-5; 0.006445088249958887; 1.410617853464283; 0.12375014993523537
417; 4248; 4249.368; 4296; 368; 385.2584; 404; -5.657472821343913E-5; 0.006426504034297562; 1.4039896269287127; 0.12728923390187735
437; 4248; 4249.5904; 4296; 380; 398.7844; 416; -5.978240064925237E-5; 0.006433593636862936; 1.4071626904204009; 0.13204908623703718
458; 4248; 4249.7744; 4296; 396; 412.9796; 432; -7.092121952770169E-5; 0.006444408975112413; 1.4119588852306975; 0.13720968709280645
480; 4248; 4250.0368; 4296; 408; 427.8212; 444; -8.325135152923766E-5; 0.006465369422252053; 1.4212463662654424; 0.1430668378945145
504; 4248; 4250.3648; 4296; 424; 443.9824; 460; -5.502583272259713E-5; 0.006476371352971271; 1.426197528231371; 0.14897700109370185
529; 4248; 4250.6768; 4296; 444; 461.3624; 480; -5.747663944404302E-5; 0.00642205181729655; 1.4024767892405565; 0.15222283129790468
555; 4248; 4251.0416; 4296; 456; 475.7436; 496; -6.140393265426038E-5; 0.006430697306722183; 1.4063761004332795; 0.15739070372166908
582; 4248; 4251.4352; 4296; 472; 490.5148; 508; -4.004480680210279E-5; 0.006415496111308893; 1.3998646385144748; 0.16151118172705536
611; 4248; 4251.8592; 4296; 484; 506.3652; 528; -9.165567918903798E-6; 0.006390470069001096; 1.3891030715738901; 0.16543197259639433
641; 4248; 4252.3472; 4296; 500; 522.6748; 540; -1.3488895928782218E-5; 0.006399261892758099; 1.3930877473513368; 0.17123057584039947
673; 4248; 4252.936; 4296; 516; 540.0448; 560; -5.357692619255184E-6; 0.0064097855069258; 1.3978669210296153; 0.17750343804704666
706; 4248; 4253.5408; 4296; 536; 557.8956; 580; 1.7232093252509004E-5; 0.0064161580799927675; 1.4008469885561121; 0.18373548249230506
741; 4248; 4254.1808; 4296; 552; 576.732; 600; 3.577736364255245E-5; 0.00636857896459454; 1.3803556787437594; 0.18713245363554973
778; 4248; 4254.928; 4296; 572; 596.6156; 620; 4.552196326019502E-5; 0.006361680118763857; 1.3776086414145143; 0.1931649151672379
816; 4248; 4255.7216; 4296; 588; 616.9288; 640; 4.6981271175932E-5; 0.006392145370009479; 1.3910940174136879; 0.20165932913708587
856; 4248; 4256.6432; 4296; 612; 638.2436; 664; 3.373285366718323E-5; 0.006429224284210439; 1.4075842158717509; 0.21105401017429964
898; 4248; 4257.5856; 4296; 632; 660.51; 684; 1.2717059280311776E-5; 0.00644565564679521; 1.4151014480104211; 0.21953490669109818
942; 4248; 4258.6944; 4296; 656; 683.7624; 712; 1.2779578266633516E-5; 0.006448925845275769; 1.4169066214573882; 0.227494011325066
989; 4248; 4259.8816; 4360; 680; 708.462; 736; -2.6122086443527485E-5; 0.006454597272199278; 1.4197955661677664; 0.23612656426844073
1038; 4248; 4261.1408; 4360; 708; 734.1188; 760; -4.7414919117570285E-5; 0.006438801063136452; 1.4132724269159431; 0.24348171224959753
1089; 4248; 4262.5488; 4360; 736; 770.2568; 796; -2.877533341631343E-5; 0.006488347487934096; 1.4355805068487415; 0.2594141907179314
1143; 4248; 4264.0816; 4360; 768; 792.404; 820; -3.519430584477996E-5; 0.006497241910429177; 1.440036725521961; 0.2676053060172451
1200; 4248; 4265.568; 4360; 788; 815.6044; 844; -1.070104204278878E-5; 0.006549572249412674; 1.4638370372058165; 0.2798951812344868
1260; 4248; 4267.2096; 4360; 812; 839.8416; 868; -2.7806238298170294E-5; 0.006569167603845883; 1.473176041786401; 0.2899399467079277
1323; 4248; 4269.0672; 4360; 840; 865.118; 896; -7.393052939846764E-6; 0.006512685905826309; 1.4485825362276379; 0.29355237757236097
1389; 4248; 4270.992; 4360; 864; 891.3872; 924; -2.5636875098376805E-5; 0.006486682158988781; 1.4376857953808995; 0.30005551769339606
1458; 4248; 4272.9408; 4360; 892; 918.5608; 952; -4.3057012454246034E-5; 0.006499519879316641; 1.4440406394451328; 0.31042768600988635
1530; 4248; 4275.0; 4360; 916; 946.7484; 980; -7.994708691855338E-5; 0.006506085259998041; 1.447656773034441; 0.320600405525034
1606; 4248; 4277.2496; 4360; 944; 976.2168; 1012; -7.36855035438184E-5; 0.0065285758722259885; 1.4584498249050473; 0.3328688653169471
1686; 4248; 4279.568; 4360; 976; 1006.9684; 1040; -8.818046073491453E-5; 0.006511671831974813; 1.4516934895578397; 0.34157874590857645
1770; 4248; 4281.9824; 4360; 1008; 1038.9292; 1072; -7.849823844438175E-5; 0.006498022288630319; 1.446429458557555; 0.3509444130913836
1858; 4248; 4284.5024; 4360; 1040; 1072.106; 1112; -9.224381275727881E-5; 0.006524519045771561; 1.4591078160680189; 0.3651108339333453
1950; 4248; 4287.1344; 4360; 1076; 1106.436; 1148; -7.824277058881689E-5; 0.006533212150419847; 1.463897293550238; 0.3778068319683542
2047; 4248; 4290.0144; 4360; 1108; 1142.1696; 1180; -7.30629955965152E-5; 0.006551706178978215; 1.473185929269461; 0.3922197052670332
2149; 4248; 4292.7696; 4360; 1140; 1179.3884; 1220; -1.1050592567824666E-4; 0.00657292752734138; 1.483697122486242; 0.4076284866007375
2256; 4248; 4295.7104; 4360; 1180; 1225.5408; 1280; -1.2754308605765388E-4; 0.006583830245694565; 1.489643108045077; 0.42498637858549543
2368; 4248; 4299.1776; 4360; 1212; 1257.6604; 1308; -1.0952432744384755E-4; 0.006624402812798494; 1.5092766011988032; 0.44151639931654074
2486; 4248; 4302.68; 4360; 1244; 1290.36; 1340; -7.188828004823524E-5; 0.00662251640157945; 1.5096459976197045; 0.4527380166520777
2610; 4248; 4306.7008; 4360; 1276; 1324.5276; 1376; -2.4900564179538918E-5; 0.006628086360653415; 1.51359960197292; 0.4655081792917091
2740; 4248; 4311.2032; 4360; 1312; 1360.0752; 1408; -3.749183980706278E-5; 0.006639440986212247; 1.520377766891113; 0.47964060134766634
2877; 4248; 4316.0848; 4488; 1344; 1397.2188; 1444; -3.151195258474477E-5; 0.00665722692675337; 1.5302651157788971; 0.4953830352801345
3020; 4248; 4320.7664; 4488; 1384; 1435.6724; 1484; -4.715778785296178E-5; 0.006672999783709975; 1.5391927022306613; 0.511431601781105
3171; 4248; 4325.7248; 4488; 1428; 1475.9632; 1528; -5.1477581685163424E-5; 0.006681071504110616; 1.544689210465769; 0.5270572067100823
3329; 4248; 4330.4752; 4488; 1468; 1517.8228; 1572; -1.83235655508254E-5; 0.00670688156957201; 1.5583565044105814; 0.5462008033027602
3495; 4248; 4335.104; 4488; 1508; 1562.0256; 1620; -3.868946506238964E-5; 0.006730655034629474; 1.5711012433576557; 0.5660995358626894
3669; 4248; 4339.7408; 4488; 1552; 1596.6424; 1648; 5.809056794692447E-6; 0.0067213795009572926; 1.5684497610775103; 0.5770513738530704
3852; 4248; 4344.4704; 4488; 1584; 1624.2088; 1676; 2.7379857600218927E-6; 0.006742278303331037; 1.5799384913759218; 0.5906703843928818
4044; 4264; 4349.4048; 4488; 1612; 1653.1604; 1704; 5.3632788582156115E-6; 0.006772151918244282; 1.595780671114234; 0.606538488340169
4246; 4264; 4354.1024; 4488; 1640; 1683.4412; 1732; -3.207640444725093E-5; 0.006770224160440494; 1.5965948430788495; 0.6172968138155112
4458; 4264; 4358.992; 4488; 1672; 1715.2596; 1764; -7.320221563246339E-6; 0.006796384632958775; 1.6107641585129882; 0.633834309910485
4680; 4264; 4365.056; 4488; 1704; 1748.4592; 1800; -1.3122862735271617E-5; 0.006814086328929688; 1.621418297067957; 0.64947247837297
4913; 4264; 4371.52; 4488; 1736; 1783.2412; 1840; 7.574823155548678E-6; 0.00678978113267612; 1.6122560186387849; 0.657675444098311
5158; 4264; 4379.0304; 4488; 1768; 1819.6796; 1876; 4.383819488641277E-5; 0.006815581939257704; 1.6273232671698403; 0.6762243422366532
5415; 4296; 4387.9488; 4488; 1808; 1857.7588; 1912; 5.553603000024416E-5; 0.006864979416936365; 1.6543599862274694; 0.7004187976810395
5685; 4296; 4397.9776; 4488; 1840; 1894.3448; 1956; 1.0051616968790951E-4; 0.006934005059159589; 1.6916530980169318; 0.7286472422306709
5969; 4296; 4410.048; 4744; 1872; 1928.144; 1988; 9.921361101069819E-5; 0.006958882115536545; 1.7084892973105994; 0.7469790323537633
6267; 4296; 4421.8816; 4744; 1904; 1963.158; 2032; 7.356780238747135E-5; 0.007040298408351882; 1.753392851456291; 0.7784440007347165
6580; 4296; 4433.9712; 4744; 1944; 1999.5204; 2068; 9.65355784794488E-5; 0.007093523946532791; 1.7848714107096832; 0.8048962512636055
6909; 4296; 4446.4064; 4744; 1980; 2037.3308; 2104; 9.633111731251059E-5; 0.007127346668658603; 1.806986498735501; 0.8279560881025176
7254; 4296; 4457.0176; 4744; 2008; 2064.7048; 2124; 8.12022635898135E-5; 0.007145786138327677; 1.8206831155359755; 0.8434279388813909
7616; 4296; 4466.9568; 4744; 2032; 2089.3716; 2148; 6.894929146749571E-5; 0.007165665875229155; 1.8349103356294725; 0.8582598210510314
7996; 4296; 4474.6944; 4744; 2056; 2115.4036; 2180; 1.0249712601357175E-4; 0.007193659918121715; 1.8524784847028255; 0.8757558181990935
8395; 4360; 4480.7808; 4744; 2084; 2142.6348; 2204; 1.0829807892757906E-4; 0.007253745871824386; 1.8861158233224007; 0.90190919401396
8814; 4360; 4486.0288; 4744; 2112; 2171.2236; 2232; 1.197170086530189E-4; 0.007338736253914944; 1.9328342120490876; 0.9354855804956899
9254; 4360; 4491.264; 4744; 2136; 2201.1712; 2268; 1.0748574039872161E-4; 0.007424512689319665; 1.980589528871635; 0.9706881247626085
9716; 4360; 4498.88; 4744; 2168; 2231.7872; 2292; 1.0363548967867248E-4; 0.007491326577075202; 2.019816224872154; 1.0019827150361857
10201; 4360; 4510.5024; 4744; 2188; 2253.7628; 2320; 1.1565092322520491E-4; 0.007554374792395335; 2.059263682454252; 1.0289523142491632
10711; 4360; 4525.7088; 4744; 2212; 2277.1496; 2348; 1.1489115167506947E-4; 0.007622612177911852; 2.103702108366331; 1.058495945339114
11246; 4360; 4547.9808; 4744; 2240; 2302.0248; 2372; 1.3808255378568358E-4; 0.007648564527842534; 2.128474637538961; 1.0773575389292978
11808; 4360; 4577.9712; 4744; 2264; 2328.654; 2400; 1.3920736515185686E-4; 0.007718780582765705; 2.1820285795013; 1.1099217006367408
12398; 4488; 4610.8544; 4744; 2288; 2353.7388; 2436; 1.326289938081147E-4; 0.007805100224677656; 2.247130858974936; 1.1471104122148454
13017; 4488; 4646.0288; 4744; 2296; 2363.116; 2436; 1.4085680196237888E-4; 0.007828456167665466; 2.2778448148188657; 1.1585833319447998
13667; 4488; 4678.1312; 4744; 2304; 2374.2172; 2448; 1.341908707929978E-4; 0.007850639159365923; 2.306600687229317; 1.1706322014123214
14350; 4488; 4703.8592; 4744; 2316; 2387.242; 2464; 1.2143202491089252E-4; 0.007931517911283015; 2.367319738348396; 1.2014316046735205
15067; 4488; 4722.0608; 4744; 2320; 2402.3892; 2480; 1.2219845900651716E-4; 0.007997490803636195; 2.416178749486271; 1.2292517989254446
15820; 4488; 4733.888; 4744; 2332; 2414.738; 2484; 1.4284989547563702E-4; 0.008110834445868884; 2.491374640253554; 1.2708405893964088
16610; 4488; 4739.4688; 5256; 2336; 2423.4448; 2500; 1.7391994391138428E-4; 0.008190954917189807; 2.5438337608413897; 1.3007450750125225
17440; 4488; 4742.7712; 5256; 2360; 2434.848; 2520; 1.7842787690727657E-4; 0.008298788210094409; 2.613072885686851; 1.341501628745839
18311; 4488; 4744.4096; 5256; 2368; 2445.734; 2524; 1.6967963027587478E-4; 0.008383188417392651; 2.66741517532371; 1.375047379215563
19226; 4488; 4748.1216; 5256; 2380; 2451.5772; 2532; 1.6732598337915162E-4; 0.00842742829790816; 2.697751558220719; 1.3929184567215773
20187; 4744; 4756.1344; 5256; 2384; 2458.2472; 2536; 1.385161374366144E-4; 0.008509890812962351; 2.755447122337109; 1.4241755180915947
21196; 4744; 4775.5392; 5256; 2392; 2465.7332; 2544; 1.560273331661355E-4; 0.00858620832899417; 2.8165355979299087; 1.454249466279667
22255; 4744; 4815.936; 5256; 2404; 2474.19; 2552; 1.513136565481746E-4; 0.008719797174205457; 2.929432262539864; 1.5049975767230932
23367; 4744; 4884.6464; 5256; 2408; 2478.0604; 2556; 1.7782547615715464E-4; 0.008840444617932028; 3.0540161770390317; 1.5493519754633238
24535; 4744; 4973.9392; 5256; 2404; 2480.658; 2556; 2.3475206616611387E-4; 0.008925142260801778; 3.1697189311007286; 1.5808373017881825
25761; 4744; 5068.7104; 5256; 2408; 2485.568; 2560; 2.7149258472840027E-4; 0.008997808348544956; 3.2829248600743934; 1.6098637196959193
27049; 4744; 5154.3168; 5256; 2408; 2485.5856; 2560; 3.3115470892115497E-4; 0.009079057722674479; 3.3989333582667784; 1.6390804326710273
28401; 4744; 5211.2; 5256; 2404; 2485.6864; 2564; 3.725673698847343E-4; 0.0091750792577052; 3.5095172167360746; 1.6740019988115433
29821; 4744; 5240.1792; 5256; 2408; 2487.1096; 2568; 4.0298842353312807E-4; 0.00925703658771128; 3.5923619392031125; 1.7050176195628344
31312; 4744; 5251.392; 5256; 2408; 2485.9532; 2564; 3.4175396077539883E-4; 0.009285182055118937; 3.6219735293116657; 1.714603801336413
32877; 4744; 5254.6688; 5256; 2404; 2486.652; 2560; 3.5624013321985856E-4; 0.009353469325711315; 3.6777380028876494; 1.7404055152546587
34520; 5256; 5256.0; 5256; 2416; 2490.3152; 2568; 3.302004359676348E-4; 0.009424796387006374; 3.734988737107147; 1.7696535814015852
36245; 5256; 5256.0; 5256; 2416; 2493.7492; 2576; 3.088243039571603E-4; 0.009524036242553994; 3.8140591354630193; 1.8096093831456612
38057; 5256; 5256.0; 5256; 2412; 2492.3276; 2576; 3.158317716346254E-4; 0.009551665605405277; 3.83622051233445; 1.8190864274309915
39959; 5256; 5256.0; 5256; 2408; 2491.5056; 2572; 2.613065079613479E-4; 0.009598378712649137; 3.873834890228065; 1.8363168421762954
41956; 5256; 5256.0; 5256; 2416; 2492.6644; 2576; 2.4782327788817736E-4; 0.009673323767028185; 3.9345656067232824; 1.8659725299359828
44053; 5256; 5256.0; 5256; 2420; 2495.6628; 2576; 2.385990085680815E-4; 0.009728084961017146; 3.9792392649446757; 1.8894291106966838
46255; 5256; 5256.0; 5256; 2420; 2496.0724; 2576; 2.444315911529984E-4; 0.00978522567201356; 4.0261229717835025; 1.912004267289722
